Date,Exercise,Sets,Reps,Weight,Muscle Group
2021-05-30,Lat machine,4,10,69.47876447876448,Schiena
2021-05-30,Tirate orizzontali ai cavi,4,10,32.23938223938224,Schiena
2021-05-30,Pull down ai cavi,4,12,19.826254826254825,Tricipiti
2021-05-30,Curl con manubri,4,12,12.413127413127413,Bicipiti
2021-05-30,Curl su panca inclinata,4,12,10.413127413127413,Bicipiti
2021-05-31,Squat,5,5,114.13127413127413,Gambe
2021-05-31,Sissy squat,4,12,9.826254826254825,Gambe
2021-05-31,Leg extention,4,12,64.65250965250965,Gambe
2021-06-01,Squat,5,5,114.32432432432432,Gambe
2021-06-01,Sissy squat,4,12,9.864864864864865,Gambe
2021-06-01,Leg extention,4,12,64.72972972972973,Gambe
2021-06-03,Stacco,5,5,129.1891891891892,Schiena
2021-06-03,Lat machine,4,10,69.5945945945946,Schiena
2021-06-03,Tirate orizzontali ai cavi,4,10,32.2972972972973,Schiena
2021-06-03,Pull down ai cavi,4,12,19.864864864864863,Tricipiti
2021-06-03,Curl con manubri,4,12,12.432432432432432,Bicipiti
2021-06-03,Curl su panca inclinata,4,12,10.432432432432432,Bicipiti
2021-06-04,Squat,5,5,114.32432432432432,Gambe
2021-06-04,Sissy squat,4,12,9.864864864864865,Gambe
2021-06-04,Leg extention,4,12,64.72972972972973,Gambe
2021-06-05,Panca,5,5,99.45945945945945,Petto
2021-06-05,Panca inclinata,4,10,39.86486486486486,Petto
2021-06-05,Croci,4,12,17.2972972972973,Petto
2021-06-05,Military press,4,8,29.72972972972973,Spalle
2021-06-05,Alzate laterali,4,12,9.91891891891892,Spalle
2021-06-06,Stacco,5,5,129.1891891891892,Schiena
2021-06-06,Lat machine,4,10,69.5945945945946,Schiena
2021-06-06,Tirate orizzontali ai cavi,4,10,32.2972972972973,Schiena
2021-06-06,Pull down ai cavi,4,12,19.864864864864863,Tricipiti
2021-06-06,Curl con manubri,4,12,12.432432432432432,Bicipiti
2021-06-06,Curl su panca inclinata,4,12,10.432432432432432,Bicipiti
2021-06-07,Squat,5,5,114.32432432432432,Gambe
2021-06-07,Sissy squat,4,12,9.864864864864865,Gambe
2021-06-07,Leg extention,4,12,64.72972972972973,Gambe
2021-06-08,Squat,5,5,114.51737451737452,Gambe
2021-06-08,Sissy squat,4,12,9.903474903474903,Gambe
2021-06-08,Leg extention,4,12,64.8069498069498,Gambe
2021-06-10,Stacco,5,5,129.42084942084944,Schiena
2021-06-10,Lat machine,4,10,69.71042471042472,Schiena
2021-06-10,Tirate orizzontali ai cavi,4,10,32.35521235521236,Schiena
2021-06-10,Pull down ai cavi,4,12,19.9034749034749,Tricipiti
2021-06-10,Curl con manubri,4,12,12.45173745173745,Bicipiti
2021-06-10,Curl su panca inclinata,4,12,10.45173745173745,Bicipiti
2021-06-11,Squat,5,5,114.51737451737452,Gambe
2021-06-11,Sissy squat,4,12,9.903474903474903,Gambe
2021-06-11,Leg extention,4,12,64.8069498069498,Gambe
2021-06-12,Panca,5,5,99.6138996138996,Petto
2021-06-12,Panca inclinata,4,10,39.9034749034749,Petto
2021-06-12,Croci,4,12,17.355212355212355,Petto
2021-06-12,Military press,4,8,29.806949806949806,Spalle
2021-06-12,Alzate laterali,4,12,9.942084942084943,Spalle
2021-06-13,Stacco,5,5,129.42084942084944,Schiena
2021-06-13,Lat machine,4,10,69.71042471042472,Schiena
2021-06-13,Tirate orizzontali ai cavi,4,10,32.35521235521236,Schiena
2021-06-13,Pull down ai cavi,4,12,19.9034749034749,Tricipiti
2021-06-13,Curl con manubri,4,12,12.45173745173745,Bicipiti
2021-06-13,Curl su panca inclinata,4,12,10.45173745173745,Bicipiti
2021-06-14,Squat,5,5,114.51737451737452,Gambe
2021-06-14,Sissy squat,4,12,9.903474903474903,Gambe
2021-06-14,Leg extention,4,12,64.8069498069498,Gambe
2021-06-15,Squat,5,5,114.71042471042472,Gambe
2021-06-15,Sissy squat,4,12,9.942084942084943,Gambe
2021-06-15,Leg extention,4,12,64.88416988416988,Gambe
2021-06-16,Panca,5,5,99.76833976833977,Petto
2021-06-16,Panca inclinata,4,10,39.94208494208494,Petto
2021-06-16,Croci,4,12,17.413127413127413,Petto
2021-06-16,Military press,4,8,29.884169884169886,Spalle
2021-06-16,Alzate laterali,4,12,9.965250965250965,Spalle
2021-06-18,Squat,5,5,114.71042471042472,Gambe
2021-06-18,Sissy squat,4,12,9.942084942084943,Gambe
2021-06-18,Leg extention,4,12,64.88416988416988,Gambe
2021-06-19,Panca,5,5,99.76833976833977,Petto
2021-06-19,Panca inclinata,4,10,39.94208494208494,Petto
2021-06-19,Croci,4,12,17.413127413127413,Petto
2021-06-19,Military press,4,8,29.884169884169886,Spalle
2021-06-19,Alzate laterali,4,12,9.965250965250965,Spalle
2021-06-20,Stacco,5,5,129.65250965250965,Schiena
2021-06-20,Lat machine,4,10,69.82625482625483,Schiena
2021-06-20,Tirate orizzontali ai cavi,4,10,32.41312741312741,Schiena
2021-06-20,Pull down ai cavi,4,12,19.942084942084943,Tricipiti
2021-06-20,Curl con manubri,4,12,12.471042471042471,Bicipiti
2021-06-20,Curl su panca inclinata,4,12,10.471042471042471,Bicipiti
2021-06-21,Squat,5,5,114.71042471042472,Gambe
2021-06-21,Sissy squat,4,12,9.942084942084943,Gambe
2021-06-21,Leg extention,4,12,64.88416988416988,Gambe
2021-06-22,Squat,5,5,114.9034749034749,Gambe
2021-06-22,Sissy squat,4,12,9.980694980694981,Gambe
2021-06-22,Leg extention,4,12,64.96138996138995,Gambe
2021-06-23,Panca,5,5,99.92277992277992,Petto
2021-06-23,Panca inclinata,4,10,39.98069498069498,Petto
2021-06-23,Croci,4,12,17.471042471042473,Petto
2021-06-23,Military press,4,8,29.961389961389962,Spalle
2021-06-23,Alzate laterali,4,12,9.988416988416988,Spalle
2021-06-24,Stacco,5,5,129.8841698841699,Schiena
2021-06-24,Lat machine,4,10,69.94208494208495,Schiena
2021-06-24,Tirate orizzontali ai cavi,4,10,32.47104247104247,Schiena
2021-06-24,Pull down ai cavi,4,12,19.98069498069498,Tricipiti
2021-06-24,Curl con manubri,4,12,12.49034749034749,Bicipiti
2021-06-24,Curl su panca inclinata,4,12,10.49034749034749,Bicipiti
2021-06-25,Squat,5,5,114.9034749034749,Gambe
2021-06-25,Sissy squat,4,12,9.980694980694981,Gambe
2021-06-25,Leg extention,4,12,64.96138996138995,Gambe
2021-06-26,Panca,5,5,99.92277992277992,Petto
2021-06-26,Panca inclinata,4,10,39.98069498069498,Petto
2021-06-26,Croci,4,12,17.471042471042473,Petto
2021-06-26,Military press,4,8,29.961389961389962,Spalle
2021-06-26,Alzate laterali,4,12,9.988416988416988,Spalle
2021-06-28,Squat,5,5,114.9034749034749,Gambe
2021-06-28,Sissy squat,4,12,9.980694980694981,Gambe
2021-06-28,Leg extention,4,12,64.96138996138995,Gambe
2021-06-29,Squat,5,5,115.0965250965251,Gambe
2021-06-29,Sissy squat,4,12,10.019305019305019,Gambe
2021-06-29,Leg extention,4,12,65.03861003861005,Gambe
2021-07-01,Stacco,5,5,130.1158301158301,Schiena
2021-07-01,Lat machine,4,10,70.05791505791505,Schiena
2021-07-01,Tirate orizzontali ai cavi,4,10,32.52895752895753,Schiena
2021-07-01,Pull down ai cavi,4,12,20.01930501930502,Tricipiti
2021-07-01,Curl con manubri,4,12,12.50965250965251,Bicipiti
2021-07-01,Curl su panca inclinata,4,12,10.50965250965251,Bicipiti
2021-07-02,Squat,5,5,115.0965250965251,Gambe
2021-07-02,Sissy squat,4,12,10.019305019305019,Gambe
2021-07-02,Leg extention,4,12,65.03861003861005,Gambe
2021-07-03,Panca,5,5,100.07722007722008,Petto
2021-07-03,Panca inclinata,4,10,40.01930501930502,Petto
2021-07-03,Croci,4,12,17.52895752895753,Petto
2021-07-03,Military press,4,8,30.038610038610038,Spalle
2021-07-03,Alzate laterali,4,12,10.011583011583012,Spalle
2021-07-04,Stacco,5,5,130.1158301158301,Schiena
2021-07-04,Lat machine,4,10,70.05791505791505,Schiena
2021-07-04,Tirate orizzontali ai cavi,4,10,32.52895752895753,Schiena
2021-07-04,Pull down ai cavi,4,12,20.01930501930502,Tricipiti
2021-07-04,Curl con manubri,4,12,12.50965250965251,Bicipiti
2021-07-04,Curl su panca inclinata,4,12,10.50965250965251,Bicipiti
2021-07-05,Squat,5,5,115.0965250965251,Gambe
2021-07-05,Sissy squat,4,12,10.019305019305019,Gambe
2021-07-05,Leg extention,4,12,65.03861003861005,Gambe
2021-07-06,Squat,5,5,115.28957528957528,Gambe
2021-07-06,Sissy squat,4,12,10.057915057915057,Gambe
2021-07-06,Leg extention,4,12,65.11583011583012,Gambe
2021-07-07,Panca,5,5,100.23166023166023,Petto
2021-07-07,Panca inclinata,4,10,40.05791505791506,Petto
2021-07-07,Croci,4,12,17.586872586872587,Petto
2021-07-07,Military press,4,8,30.115830115830114,Spalle
2021-07-07,Alzate laterali,4,12,10.034749034749034,Spalle
2021-07-08,Stacco,5,5,130.34749034749035,Schiena
2021-07-08,Lat machine,4,10,70.17374517374517,Schiena
2021-07-08,Tirate orizzontali ai cavi,4,10,32.58687258687259,Schiena
2021-07-08,Pull down ai cavi,4,12,20.057915057915057,Tricipiti
2021-07-08,Curl con manubri,4,12,12.528957528957529,Bicipiti
2021-07-08,Curl su panca inclinata,4,12,10.528957528957529,Bicipiti
2021-07-10,Panca,5,5,100.23166023166023,Petto
2021-07-10,Panca inclinata,4,10,40.05791505791506,Petto
2021-07-10,Croci,4,12,17.586872586872587,Petto
2021-07-10,Military press,4,8,30.115830115830114,Spalle
2021-07-10,Alzate laterali,4,12,10.034749034749034,Spalle
2021-07-11,Stacco,5,5,130.34749034749035,Schiena
2021-07-11,Lat machine,4,10,70.17374517374517,Schiena
2021-07-11,Tirate orizzontali ai cavi,4,10,32.58687258687259,Schiena
2021-07-11,Pull down ai cavi,4,12,20.057915057915057,Tricipiti
2021-07-11,Curl con manubri,4,12,12.528957528957529,Bicipiti
2021-07-11,Curl su panca inclinata,4,12,10.528957528957529,Bicipiti
2021-07-12,Squat,5,5,115.28957528957528,Gambe
2021-07-12,Sissy squat,4,12,10.057915057915057,Gambe
2021-07-12,Leg extention,4,12,65.11583011583012,Gambe
2021-07-13,Squat,5,5,115.48262548262548,Gambe
2021-07-13,Sissy squat,4,12,10.096525096525095,Gambe
2021-07-13,Leg extention,4,12,65.1930501930502,Gambe
2021-07-14,Panca,5,5,100.38610038610038,Petto
2021-07-14,Panca inclinata,4,10,40.0965250965251,Petto
2021-07-14,Croci,4,12,17.644787644787645,Petto
2021-07-14,Military press,4,8,30.19305019305019,Spalle
2021-07-14,Alzate laterali,4,12,10.057915057915057,Spalle
2021-07-15,Stacco,5,5,130.5791505791506,Schiena
2021-07-15,Lat machine,4,10,70.2895752895753,Schiena
2021-07-15,Tirate orizzontali ai cavi,4,10,32.64478764478765,Schiena
2021-07-15,Pull down ai cavi,4,12,20.096525096525095,Tricipiti
2021-07-15,Curl con manubri,4,12,12.548262548262548,Bicipiti
2021-07-15,Curl su panca inclinata,4,12,10.548262548262548,Bicipiti
2021-07-16,Squat,5,5,115.48262548262548,Gambe
2021-07-16,Sissy squat,4,12,10.096525096525095,Gambe
2021-07-16,Leg extention,4,12,65.1930501930502,Gambe
2021-07-17,Panca,5,5,100.38610038610038,Petto
2021-07-17,Panca inclinata,4,10,40.0965250965251,Petto
2021-07-17,Croci,4,12,17.644787644787645,Petto
2021-07-17,Military press,4,8,30.19305019305019,Spalle
2021-07-17,Alzate laterali,4,12,10.057915057915057,Spalle
2021-07-19,Squat,5,5,115.48262548262548,Gambe
2021-07-19,Sissy squat,4,12,10.096525096525095,Gambe
2021-07-19,Leg extention,4,12,65.1930501930502,Gambe
2021-07-20,Squat,5,5,115.67567567567568,Gambe
2021-07-20,Sissy squat,4,12,10.135135135135135,Gambe
2021-07-20,Leg extention,4,12,65.27027027027027,Gambe
2021-07-21,Panca,5,5,100.54054054054055,Petto
2021-07-21,Panca inclinata,4,10,40.13513513513514,Petto
2021-07-21,Croci,4,12,17.7027027027027,Petto
2021-07-21,Military press,4,8,30.27027027027027,Spalle
2021-07-21,Alzate laterali,4,12,10.08108108108108,Spalle
2021-07-23,Squat,5,5,115.67567567567568,Gambe
2021-07-23,Sissy squat,4,12,10.135135135135135,Gambe
2021-07-23,Leg extention,4,12,65.27027027027027,Gambe
2021-07-24,Panca,5,5,100.54054054054055,Petto
2021-07-24,Panca inclinata,4,10,40.13513513513514,Petto
2021-07-24,Croci,4,12,17.7027027027027,Petto
2021-07-24,Military press,4,8,30.27027027027027,Spalle
2021-07-24,Alzate laterali,4,12,10.08108108108108,Spalle
2021-07-25,Stacco,5,5,130.8108108108108,Schiena
2021-07-25,Lat machine,4,10,70.4054054054054,Schiena
2021-07-25,Tirate orizzontali ai cavi,4,10,32.7027027027027,Schiena
2021-07-25,Pull down ai cavi,4,12,20.135135135135137,Tricipiti
2021-07-25,Curl con manubri,4,12,12.567567567567568,Bicipiti
2021-07-25,Curl su panca inclinata,4,12,10.567567567567568,Bicipiti
2021-07-26,Squat,5,5,115.67567567567568,Gambe
2021-07-26,Sissy squat,4,12,10.135135135135135,Gambe
2021-07-26,Leg extention,4,12,65.27027027027027,Gambe
2021-07-27,Squat,5,5,115.86872586872587,Gambe
2021-07-27,Sissy squat,4,12,10.173745173745175,Gambe
2021-07-27,Leg extention,4,12,65.34749034749035,Gambe
2021-07-28,Panca,5,5,100.6949806949807,Petto
2021-07-28,Panca inclinata,4,10,40.173745173745175,Petto
2021-07-28,Croci,4,12,17.760617760617762,Petto
2021-07-28,Military press,4,8,30.34749034749035,Spalle
2021-07-28,Alzate laterali,4,12,10.104247104247104,Spalle
2021-07-30,Squat,5,5,115.86872586872587,Gambe
2021-07-30,Sissy squat,4,12,10.173745173745175,Gambe
2021-07-30,Leg extention,4,12,65.34749034749035,Gambe
2021-07-31,Panca,5,5,100.6949806949807,Petto
2021-07-31,Panca inclinata,4,10,40.173745173745175,Petto
2021-07-31,Croci,4,12,17.760617760617762,Petto
2021-07-31,Military press,4,8,30.34749034749035,Spalle
2021-07-31,Alzate laterali,4,12,10.104247104247104,Spalle
2021-08-01,Stacco,5,5,131.04247104247105,Schiena
2021-08-01,Lat machine,4,10,70.52123552123552,Schiena
2021-08-01,Tirate orizzontali ai cavi,4,10,32.76061776061776,Schiena
2021-08-01,Pull down ai cavi,4,12,20.173745173745175,Tricipiti
2021-08-01,Curl con manubri,4,12,12.586872586872587,Bicipiti
2021-08-01,Curl su panca inclinata,4,12,10.586872586872587,Bicipiti
2021-08-02,Squat,5,5,115.86872586872587,Gambe
2021-08-02,Sissy squat,4,12,10.173745173745175,Gambe
2021-08-02,Leg extention,4,12,65.34749034749035,Gambe
2021-08-03,Squat,5,5,116.06177606177606,Gambe
2021-08-03,Sissy squat,4,12,10.212355212355213,Gambe
2021-08-03,Leg extention,4,12,65.42471042471043,Gambe
2021-08-04,Panca,5,5,100.84942084942085,Petto
2021-08-04,Panca inclinata,4,10,40.21235521235521,Petto
2021-08-04,Croci,4,12,17.81853281853282,Petto
2021-08-04,Military press,4,8,30.424710424710426,Spalle
2021-08-04,Alzate laterali,4,12,10.127413127413128,Spalle
2021-08-05,Stacco,5,5,131.27413127413126,Schiena
2021-08-05,Lat machine,4,10,70.63706563706563,Schiena
2021-08-05,Tirate orizzontali ai cavi,4,10,32.818532818532816,Schiena
2021-08-05,Pull down ai cavi,4,12,20.212355212355213,Tricipiti
2021-08-05,Curl con manubri,4,12,12.606177606177607,Bicipiti
2021-08-05,Curl su panca inclinata,4,12,10.606177606177607,Bicipiti
2021-08-06,Squat,5,5,116.06177606177606,Gambe
2021-08-06,Sissy squat,4,12,10.212355212355213,Gambe
2021-08-06,Leg extention,4,12,65.42471042471043,Gambe
2021-08-07,Panca,5,5,100.84942084942085,Petto
2021-08-07,Panca inclinata,4,10,40.21235521235521,Petto
2021-08-07,Croci,4,12,17.81853281853282,Petto
2021-08-07,Military press,4,8,30.424710424710426,Spalle
2021-08-07,Alzate laterali,4,12,10.127413127413128,Spalle
2021-08-08,Stacco,5,5,131.27413127413126,Schiena
2021-08-08,Lat machine,4,10,70.63706563706563,Schiena
2021-08-08,Tirate orizzontali ai cavi,4,10,32.818532818532816,Schiena
2021-08-08,Pull down ai cavi,4,12,20.212355212355213,Tricipiti
2021-08-08,Curl con manubri,4,12,12.606177606177607,Bicipiti
2021-08-08,Curl su panca inclinata,4,12,10.606177606177607,Bicipiti
2021-08-10,Squat,5,5,116.25482625482626,Gambe
2021-08-10,Sissy squat,4,12,10.250965250965251,Gambe
2021-08-10,Leg extention,4,12,65.5019305019305,Gambe
2021-08-11,Panca,5,5,101.003861003861,Petto
2021-08-11,Panca inclinata,4,10,40.25096525096525,Petto
2021-08-11,Croci,4,12,17.876447876447877,Petto
2021-08-11,Military press,4,8,30.501930501930502,Spalle
2021-08-11,Alzate laterali,4,12,10.150579150579151,Spalle
2021-08-12,Stacco,5,5,131.5057915057915,Schiena
2021-08-12,Lat machine,4,10,70.75289575289575,Schiena
2021-08-12,Tirate orizzontali ai cavi,4,10,32.87644787644788,Schiena
2021-08-12,Pull down ai cavi,4,12,20.25096525096525,Tricipiti
2021-08-12,Curl con manubri,4,12,12.625482625482626,Bicipiti
2021-08-12,Curl su panca inclinata,4,12,10.625482625482626,Bicipiti
2021-08-14,Panca,5,5,101.003861003861,Petto
2021-08-14,Panca inclinata,4,10,40.25096525096525,Petto
2021-08-14,Croci,4,12,17.876447876447877,Petto
2021-08-14,Military press,4,8,30.501930501930502,Spalle
2021-08-14,Alzate laterali,4,12,10.150579150579151,Spalle
2021-08-15,Stacco,5,5,131.5057915057915,Schiena
2021-08-15,Lat machine,4,10,70.75289575289575,Schiena
2021-08-15,Tirate orizzontali ai cavi,4,10,32.87644787644788,Schiena
2021-08-15,Pull down ai cavi,4,12,20.25096525096525,Tricipiti
2021-08-15,Curl con manubri,4,12,12.625482625482626,Bicipiti
2021-08-15,Curl su panca inclinata,4,12,10.625482625482626,Bicipiti
2021-08-16,Squat,5,5,116.25482625482626,Gambe
2021-08-16,Sissy squat,4,12,10.250965250965251,Gambe
2021-08-16,Leg extention,4,12,65.5019305019305,Gambe
2021-08-17,Squat,5,5,116.44787644787645,Gambe
2021-08-17,Sissy squat,4,12,10.28957528957529,Gambe
2021-08-17,Leg extention,4,12,65.57915057915058,Gambe
2021-08-18,Panca,5,5,101.15830115830116,Petto
2021-08-18,Panca inclinata,4,10,40.28957528957529,Petto
2021-08-18,Croci,4,12,17.934362934362934,Petto
2021-08-18,Military press,4,8,30.57915057915058,Spalle
2021-08-18,Alzate laterali,4,12,10.173745173745173,Spalle
2021-08-19,Stacco,5,5,131.73745173745175,Schiena
2021-08-19,Lat machine,4,10,70.86872586872587,Schiena
2021-08-19,Tirate orizzontali ai cavi,4,10,32.93436293436294,Schiena
2021-08-19,Pull down ai cavi,4,12,20.28957528957529,Tricipiti
2021-08-19,Curl con manubri,4,12,12.644787644787645,Bicipiti
2021-08-19,Curl su panca inclinata,4,12,10.644787644787645,Bicipiti
2021-08-21,Panca,5,5,101.15830115830116,Petto
2021-08-21,Panca inclinata,4,10,40.28957528957529,Petto
2021-08-21,Croci,4,12,17.934362934362934,Petto
2021-08-21,Military press,4,8,30.57915057915058,Spalle
2021-08-21,Alzate laterali,4,12,10.173745173745173,Spalle
2021-08-22,Stacco,5,5,131.73745173745175,Schiena
2021-08-22,Lat machine,4,10,70.86872586872587,Schiena
2021-08-22,Tirate orizzontali ai cavi,4,10,32.93436293436294,Schiena
2021-08-22,Pull down ai cavi,4,12,20.28957528957529,Tricipiti
2021-08-22,Curl con manubri,4,12,12.644787644787645,Bicipiti
2021-08-22,Curl su panca inclinata,4,12,10.644787644787645,Bicipiti
2021-08-23,Squat,5,5,116.44787644787645,Gambe
2021-08-23,Sissy squat,4,12,10.28957528957529,Gambe
2021-08-23,Leg extention,4,12,65.57915057915058,Gambe
2021-08-24,Squat,5,5,116.64092664092664,Gambe
2021-08-24,Sissy squat,4,12,10.328185328185327,Gambe
2021-08-24,Leg extention,4,12,65.65637065637065,Gambe
2021-08-25,Panca,5,5,101.31274131274131,Petto
2021-08-25,Panca inclinata,4,10,40.32818532818533,Petto
2021-08-25,Croci,4,12,17.99227799227799,Petto
2021-08-25,Military press,4,8,30.656370656370655,Spalle
2021-08-25,Alzate laterali,4,12,10.196911196911197,Spalle
2021-08-27,Squat,5,5,116.64092664092664,Gambe
2021-08-27,Sissy squat,4,12,10.328185328185327,Gambe
2021-08-27,Leg extention,4,12,65.65637065637065,Gambe
2021-08-28,Panca,5,5,101.31274131274131,Petto
2021-08-28,Panca inclinata,4,10,40.32818532818533,Petto
2021-08-28,Croci,4,12,17.99227799227799,Petto
2021-08-28,Military press,4,8,30.656370656370655,Spalle
2021-08-28,Alzate laterali,4,12,10.196911196911197,Spalle
2021-08-29,Stacco,5,5,131.96911196911196,Schiena
2021-08-29,Lat machine,4,10,70.98455598455598,Schiena
2021-08-29,Tirate orizzontali ai cavi,4,10,32.99227799227799,Schiena
2021-08-29,Pull down ai cavi,4,12,20.328185328185327,Tricipiti
2021-08-29,Curl con manubri,4,12,12.664092664092664,Bicipiti
2021-08-29,Curl su panca inclinata,4,12,10.664092664092664,Bicipiti
2021-08-30,Squat,5,5,116.64092664092664,Gambe
2021-08-30,Sissy squat,4,12,10.328185328185327,Gambe
2021-08-30,Leg extention,4,12,65.65637065637065,Gambe
2021-08-31,Squat,5,5,116.83397683397683,Gambe
2021-08-31,Sissy squat,4,12,10.366795366795365,Gambe
2021-08-31,Leg extention,4,12,65.73359073359073,Gambe
2021-09-01,Panca,5,5,101.46718146718146,Petto
2021-09-01,Panca inclinata,4,10,40.366795366795365,Petto
2021-09-01,Croci,4,12,18.05019305019305,Petto
2021-09-01,Military press,4,8,30.73359073359073,Spalle
2021-09-01,Alzate laterali,4,12,10.22007722007722,Spalle
2021-09-03,Squat,5,5,116.83397683397683,Gambe
2021-09-03,Sissy squat,4,12,10.366795366795365,Gambe
2021-09-03,Leg extention,4,12,65.73359073359073,Gambe
2021-09-04,Panca,5,5,101.46718146718146,Petto
2021-09-04,Panca inclinata,4,10,40.366795366795365,Petto
2021-09-04,Croci,4,12,18.05019305019305,Petto
2021-09-04,Military press,4,8,30.73359073359073,Spalle
2021-09-04,Alzate laterali,4,12,10.22007722007722,Spalle
2021-09-05,Stacco,5,5,132.2007722007722,Schiena
2021-09-05,Lat machine,4,10,71.1003861003861,Schiena
2021-09-05,Tirate orizzontali ai cavi,4,10,33.05019305019305,Schiena
2021-09-05,Pull down ai cavi,4,12,20.366795366795365,Tricipiti
2021-09-05,Curl con manubri,4,12,12.683397683397683,Bicipiti
2021-09-05,Curl su panca inclinata,4,12,10.683397683397683,Bicipiti
2021-09-06,Squat,5,5,116.83397683397683,Gambe
2021-09-06,Sissy squat,4,12,10.366795366795365,Gambe
2021-09-06,Leg extention,4,12,65.73359073359073,Gambe
2021-09-07,Squat,5,5,117.02702702702703,Gambe
2021-09-07,Sissy squat,4,12,10.405405405405405,Gambe
